mtime,stream_id,AR,B,BE,BF,CN,CR,DQ,FQ,HV,PT
2021-11-01T02:00,L1,21832,19800,12428,19073,24500,16977,12763,20765,11025,9623
2021-11-01T02:00,LM,16100,12606,16405,11957,27367,11279,3627,7440,158,17774
2021-11-01T02:00,Mf,6567,7932,6914,4729,2358,9443,11377,3613,15928,16971
2021-11-01T02:00,Ms,18253,13359,12140,24247,8297,1130,27485,12283,341,171
2021-11-01T02:00,NX,3041,16738,6709,31251,10966,11416,12102,12189,642,11668
2021-11-01T02:00,Na,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T02:00,Nt,8271,9534,3792,13716,2603,10860,4979,17260,3073,12057
2021-11-01T02:00,O3,19716,3960,20244,21374,25306,9258,26631,25152,15399,11505
2021-11-01T02:00,O8,19693,9783,2204,26214,3094,4752,33407,26122,7723,511
2021-11-01T02:00,Oi,1425,20922,14369,2440,4079,7652,5013,9968,8315,16087
2021-11-01T02:00,Or,14511,22357,13324,23252,11376,6035,3182,25005,13639,5151
2021-11-01T02:00,Os,743,18095,999,414,18649,3240,2472,7152,4767,3875
2021-11-01T02:00,PV,15103,11781,14062,1643,3304,12906,501,7214,1542,11852
2021-11-01T02:00,Pc,13129,13804,12472,29339,10944,3463,1449,14013,5969,18080
2021-11-01T02:00,Pu,3905,13298,22394,24791,15851,15757,11540,28077,15393,10827
2021-11-01T02:00,Q6,15989,9233,11884,32471,3106,11391,3008,12486,1456,8196
2021-11-01T02:00,Q7,9961,20279,9947,42695,32277,5949,23355,22346,12146,27160
2021-11-01T02:00,QS,4241,1619,8211,14700,16215,502,975,12444,6985,5391
2021-11-01T02:00,Qd,4378,1821,2267,4040,20153,2839,20924,10332,14303,16935
2021-11-01T02:00,Qs,12618,18218,3461,23180,15155,12662,27011,84,6658,11828
2021-11-01T02:00,RX,5885,15943,5242,1524,20016,2308,9098,18116,8487,909
2021-11-01T02:00,Rb,11371,9464,6224,29750,6472,6975,9220,9628,5699,10652
2021-11-01T02:00,Rl,1976,3125,2702,19434,11717,10392,23296,18755,10619,9710
2021-11-01T02:00,Rs,12296,1486,16078,2435,19871,5659,22757,9103,12219,16194
2021-11-01T02:00,Rt,12933,587,13904,29164,7248,6169,10839,18711,10205,12685
2021-11-01T02:00,Ry,16374,15107,2602,26519,21569,11327,20219,15976,7076,7563
2021-11-01T02:00,U9,11733,18643,12967,5094,11795,7439,20592,18733,3454,6465
2021-11-01T02:00,Ur,20157,20863,22011,33536,13893,2664,11573,9481,2571,23856
2021-11-01T02:00,Vy,18739,5215,18312,32991,24759,16339,32330,23147,16058,4928
2021-11-01T02:00,W5,6954,7265,7618,6373,25988,5090,2997,14833,9752,8110
2021-11-01T02:00,Wd,10287,4241,7699,29744,7536,10832,5081,2985,9439,9725
2021-11-01T02:00,Wi,3400,18141,17574,10599,13480,16728,21243,6965,9298,21065
2021-11-01T02:00,Ze,175,9835,11089,11472,14236,11251,14572,5676,9590,3594
2021-11-01T02:00,Zw,1533,26750,18877,8369,16357,17121,13265,14352,10227,12541
2021-11-01T02:00,af,9106,2175,11622,6985,8971,2656,4709,24711,8917,18236
2021-11-01T02:00,at,19110,5480,1424,25310,16934,10678,25426,11464,8213,14244
2021-11-01T02:00,bc,12101,18381,10995,31300,20317,3379,936,10641,4123,12081
2021-11-01T02:00,bo,5581,2490,17202,31158,491,9392,15352,1536,10957,3702
2021-11-01T02:00,c4,9548,8843,15072,3581,2276,11111,25048,2031,4294,14360
2021-11-01T02:00,ds,16351,21098,7923,21379,16690,7616,28474,1877,8100,19300
2021-11-01T02:00,e1,5885,7673,3254,13275,3056,1464,3622,2138,1075,9468
2021-11-01T02:00,en,12651,16558,1881,16636,16508,315,5066,15714,11322,10434
2021-11-01T02:00,ep,14651,9739,14050,17823,20845,853,3492,18975,9934,1367
2021-11-01T02:00,fg,922,7437,3108,32235,25622,9152,24599,2622,4426,6741
2021-11-01T02:00,fv,9464,7352,850,8183,17220,4763,19653,19907,2694,13289
2021-11-01T02:00,fz,12734,15387,10683,18574,21002,6161,18490,20351,6265,2403
2021-11-01T02:00,g3,12954,28827,17827,303,17282,17192,9989,27436,2492,618
2021-11-01T02:00,go,8095,17038,12756,10945,18992,14821,1969,16208,12751,5434
2021-11-01T02:00,gt,5113,14956,320,19855,5374,11391,19743,20395,3510,10695
2021-11-01T02:00,gw,3176,10626,15928,11804,4972,15314,8702,691,4866,4995
2021-11-01T02:00,ho,22228,4730,4729,25048,10021,15816,16907,29927,5650,20874
2021-11-01T02:00,hv,11417,21431,16541,12063,19754,13349,4041,17644,14121,17648
2021-11-01T02:00,ju,14071,23631,17168,7524,8446,5586,7002,398,7025,17001
2021-11-01T02:00,jv,14964,10016,16745,23523,17406,771,19338,8190,11700,8244
2021-11-01T02:00,ko,236,10845,15797,18625,17844,14812,17968,13641,13399,1308
2021-11-01T02:00,ky,10927,19322,11262,27238,8581,9282,2260,8775,26,3470
2021-11-01T02:00,l3,16324,11683,8003,5402,7824,12538,145,2607,7632,9403
2021-11-01T02:00,l5,10208,16157,13556,7668,22493,14058,1093,8933,13507,11656
2021-11-01T02:00,m8,5490,14694,13512,11888,17163,469,16341,10109,1723,13843
2021-11-01T02:00,n6,11042,5752,21352,24918,23091,7901,16405,2335,8810,23559
2021-11-01T02:00,np,15307,11307,20045,26807,7626,1481,8295,1048,2989,21863
2021-11-01T02:00,o2,2118,10681,15271,2395,24753,7438,27881,19227,9085,13440
2021-11-01T02:00,o6,9881,1593,10373,7576,4698,3878,2817,17347,35,14764
2021-11-01T02:00,p8,15247,6582,4701,4880,3090,447,3811,20288,5116,11177
2021-11-01T02:00,ps,19900,13553,9712,30134,2937,12344,20922,14815,13079,13437
2021-11-01T02:00,pu,18275,12268,10297,2988,26055,15914,8724,19671,4588,8465
2021-11-01T02:00,px,11158,19675,17096,6238,4625,7196,12573,155,2738,1964
2021-11-01T02:00,pz,7298,13403,11361,8176,1936,5156,13108,12009,2930,7455
2021-11-01T02:00,q5,5279,13723,20454,41739,15932,10490,10011,12481,11071,9804
2021-11-01T02:00,qz,2481,905,15207,17828,16705,7783,860,16386,8123,16795
2021-11-01T02:00,t2,15151,25263,9210,2521,17540,1568,28909,9403,11680,23259
2021-11-01T02:00,tz,14594,18426,5062,14581,1183,4280,6547,20067,8747,8805
2021-11-01T02:00,v3,11832,10212,8692,4724,62,8479,7514,25294,5929,1572
2021-11-01T02:00,z2,11794,17200,13496,1042,23600,7394,24383,13305,1369,8078
2021-11-01T02:05,AB,19141,22023,8455,2977,11625,14274,22552,20423,7070,19592
2021-11-01T02:05,Ax,20428,24011,3354,17105,9220,16575,18116,9359,7717,8581
2021-11-01T02:05,BF,26902,11037,14878,12127,24515,19388,13767,10683,3909,9677
2021-11-01T02:05,Bx,21051,2382,13834,1471,20716,23791,22955,20267,21109,7996
2021-11-01T02:05,C8,5507,18645,4317,17631,15850,13780,3642,6953,3889,3521
2021-11-01T02:05,CL,27441,34843,7388,16093,13651,8483,22627,25619,3090,20933
2021-11-01T02:05,Ct,25440,28738,13493,9048,15280,4104,23044,16380,3343,19244
2021-11-01T02:05,Cx,12270,5008,5405,11816,10288,10367,16438,4485,16016,21339
2021-11-01T02:05,E2,18591,12814,5753,17403,3651,1732,6585,12543,10977,22474
2021-11-01T02:05,E5,22922,1888,11619,21008,2741,5887,16127,3677,9961,16679
2021-11-01T02:05,EF,4961,9217,1468,10217,8757,7576,15183,13248,10982,4057
2021-11-01T02:05,EM,14713,12969,4131,3108,12398,7091,21111,16901,14417,13402
2021-11-01T02:05,EY,11592,16577,1724,29146,9073,13552,26829,7039,20481,28758
2021-11-01T02:05,Ea,23754,17106,7756,2377,6380,23704,16237,5841,8577,17443
2021-11-01T02:05,Eb,5398,21229,247,24085,4547,2358,18702,10207,3638,3252
2021-11-01T02:05,Es,26580,9920,8546,26947,19576,22246,23054,16649,1944,5335
2021-11-01T02:05,F1,18278,14380,7419,16102,22266,15581,23919,17775,9787,12784
2021-11-01T02:05,FR,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T02:05,Gm,22343,10591,8939,3168,13714,8901,7496,7943,15636,9833
2021-11-01T02:05,Hk,20018,18820,3721,8976,4916,19832,3380,8934,7050,24568
2021-11-01T02:05,Hl,11481,661,4674,16389,15654,15418,12198,13370,6076,15746
2021-11-01T02:05,I1,16747,10650,11694,21940,4816,1374,9153,7805,12729,18840
2021-11-01T02:05,JZ,12658,4755,3856,971,20052,5705,8571,12989,11121,12051
2021-11-01T02:05,Jl,9000,1326,4549,6504,14970,3862,12579,20634,8574,15770
2021-11-01T02:05,KO,2642,22234,2965,23377,4648,10439,23570,11639,12711,20540
2021-11-01T02:05,Kf,17478,22835,17651,2508,3650,18357,4580,5412,16462,6745
2021-11-01T02:05,L1,6084,22353,6523,10291,7205,15756,6778,3142,4772,10662
2021-11-01T02:05,LM,2666,25447,7173,27749,17871,4689,22734,5641,4304,12963
2021-11-01T02:05,Mf,406,6710,14581,31765,20437,21462,29461,21896,16277,17222
2021-11-01T02:05,Ms,16219,14529,5266,24899,4336,10367,11896,23371,13272,16445
2021-11-01T02:05,NX,25949,31239,5149,17988,1676,11813,26355,3608,15668,4904
2021-11-01T02:05,Na,26320,21185,5955,14846,18972,7419,2874,4993,11787,19454
2021-11-01T02:05,Nt,3514,11040,2393,444,19530,8866,14778,7716,4290,7136
2021-11-01T02:05,O3,20848,3749,10515,12736,8753,748,18246,19756,4415,18222
2021-11-01T02:05,O8,17785,33977,16534,16506,14922,2387,9412,6554,13129,978
2021-11-01T02:05,Oi,21425,344,132,14245,11121,4030,14396,12073,15108,17821
2021-11-01T02:05,Or,10308,10492,2031,1710,14283,14365,2321,16504,15008,10568
2021-11-01T02:05,Os,6143,16519,2588,7509,5739,5156,6459,16555,15970,10848
2021-11-01T02:05,PV,18523,8884,8157,3986,8014,14037,26248,4412,16128,9649
2021-11-01T02:05,Pc,6747,5444,5375,836,8698,1216,3218,1310,7791,11614
2021-11-01T02:05,Pu,18707,16654,9728,695,14375,4408,8709,6730,11309,17018
2021-11-01T02:05,Q6,2246,4592,8408,4928,7374,15639,5028,6566,13089,13708
2021-11-01T02:05,Q7,897,19842,6487,11797,12689,19141,1878,20612,347,18575
2021-11-01T02:05,QS,3843,26320,12817,17044,21858,15794,13010,18042,9624,178
2021-11-01T02:05,Qd,18723,9220,6655,21128,20820,22458,14914,18109,22154,22606
2021-11-01T02:05,Qs,9937,18667,7403,20387,3974,6342,23553,3068,9576,13653
2021-11-01T02:05,RX,8391,13861,11116,1490,11041,15415,26715,726,56,22086
2021-11-01T02:05,Rb,18798,18100,4774,12633,7080,17583,25506,15932,2213,8768
2021-11-01T02:05,Rl,8415,5597,1636,6636,19239,8331,160,18864,2059,2949
2021-11-01T02:05,Rs,16391,26638,2268,6605,4816,2165,1868,11130,10037,16192
2021-11-01T02:05,Rt,12214,19585,5418,12910,7368,9191,13843,9423,1833,16286
2021-11-01T02:05,Ry,19361,13112,9666,7782,6311,6800,5621,896,3866,2208
2021-11-01T02:05,U9,4674,19100,13539,23284,20360,18481,17282,18789,1010,19723
2021-11-01T02:05,Ur,9533,7281,12488,2719,21006,13928,22730,18641,16504,18633
2021-11-01T02:05,Vy,11653,1381,2263,2152,18806,608,18849,12037,3343,16452
2021-11-01T02:05,W5,12827,1367,7905,20857,1310,4280,11319,23175,5976,16044
2021-11-01T02:05,Wd,22121,7421,3835,19227,18198,16727,11517,2894,7195,630
2021-11-01T02:05,Wi,9289,15926,1641,10846,3375,4336,18972,17465,4341,15275
2021-11-01T02:05,Ze,7885,11193,5748,13715,6251,5649,10728,5198,4518,12209
2021-11-01T02:05,Zw,8519,10469,13145,492,14738,15816,23761,11797,2944,923
2021-11-01T02:05,af,14396,8830,305,15358,10944,10312,4749,12896,61,2303
2021-11-01T02:05,at,12378,36846,10396,26571,12961,6838,3381,21339,6800,11369
2021-11-01T02:05,bc,32394,15079,3949,56,14697,17008,19896,19493,16535,27016
2021-11-01T02:05,bo,30175,5311,12548,28854,22883,14622,9231,9352,12083,13254
2021-11-01T02:05,c4,19252,28563,2536,11912,15567,16861,16764,12787,7278,1759
2021-11-01T02:05,ds,23313,5939,5533,26301,1207,374,13287,5281,3170,7257
2021-11-01T02:05,e1,14384,15533,119,20870,2582,4795,21447,3720,709,10280
2021-11-01T02:05,en,22479,29153,5778,2089,11186,17725,18128,16029,10863,8643
2021-11-01T02:05,ep,13325,24978,747,7846,18243,9543,8170,10863,12577,12898
2021-11-01T02:05,fg,6695,8985,9338,2960,16727,6022,17281,10062,11681,7160
2021-11-01T02:05,fv,15146,16123,10790,25175,7350,19453,20483,4585,19688,20566
2021-11-01T02:05,fz,21168,18867,3587,17,11027,14714,17441,6157,11583,10305
2021-11-01T02:05,g3,11621,14250,5792,18900,9594,1286,15488,14964,15181,2845
2021-11-01T02:05,go,17839,11583,15529,1084,18097,15758,13498,7457,15272,20316
2021-11-01T02:05,gt,27117,9578,15927,9884,6058,21269,14,6554,23552,13905
2021-11-01T02:05,gw,108,20613,1395,10447,3553,15201,13025,18355,9702,1359
2021-11-01T02:05,ho,27529,4654,13555,16401,4422,9000,24520,8462,3061,3197
2021-11-01T02:05,hv,2848,11144,5333,1569,12748,12731,19824,3210,7556,6151
2021-11-01T02:05,ju,5128,9857,6140,7367,10382,6730,21263,2388,18307,8874
2021-11-01T02:05,jv,3301,26908,9561,3886,17956,4928,12605,13546,18971,15872
2021-11-01T02:05,ko,17792,25128,11701,15465,2734,5328,2975,3766,13239,1149
2021-11-01T02:05,ky,17376,10891,8732,562,6306,2667,10453,16205,3208,10453
2021-11-01T02:05,l3,6868,20755,8578,5181,11346,8313,7551,18527,14401,8732
2021-11-01T02:05,l5,15748,21365,7256,23639,10629,1541,30871,9840,13926,16323
2021-11-01T02:05,m8,20196,21680,9688,21112,17017,14403,4498,4876,2202,7135
2021-11-01T02:05,n6,5698,18695,48,15739,9958,16113,11455,4332,7688,6443
2021-11-01T02:05,np,12317,10224,5650,14649,22497,18353,28949,17883,20690,9237
2021-11-01T02:05,o2,16805,17729,303,12247,9458,13220,21684,4601,1449,15531
2021-11-01T02:05,o6,24408,32112,4216,12016,16644,1987,20789,15418,4387,6464
2021-11-01T02:05,p8,6860,27588,6006,2884,26177,8156,7592,17920,11592,23567
2021-11-01T02:05,ps,5563,16771,2538,21364,6197,2949,21064,17022,16959,283
2021-11-01T02:05,pu,17548,5917,4596,11638,5708,11884,6770,1616,1014,15085
2021-11-01T02:05,px,14386,9378,11358,20280,13489,11542,1041,4128,8683,6012
2021-11-01T02:05,pz,15472,12840,13635,25176,10609,15386,22491,21748,11023,6641
2021-11-01T02:05,q5,11319,15617,1169,10435,7000,3836,4846,11798,11586,12102
2021-11-01T02:05,qz,18114,19895,13201,26071,3601,12499,5935,2216,20574,1620
2021-11-01T02:05,t2,25515,15988,889,10682,21162,12420,30410,12465,20761,14473
2021-11-01T02:05,tz,19628,6139,4892,5911,15336,12313,15637,16172,5850,3658
2021-11-01T02:05,v3,24297,20294,4106,15776,8637,14970,11391,15898,17160,13068
2021-11-01T02:05,z2,6120,24748,7602,7512,2525,13239,24782,23120,1967,15062
2021-11-01T02:10,AB,2272,16592,10935,22718,27565,17723,23899,13063,17229,9065
2021-11-01T02:10,Ax,619,12462,3616,2214,12605,3194,15658,8006,5696,8884
2021-11-01T02:10,BF,3016,1529,12165,2557,28655,19166,29929,155,9868,13721
2021-11-01T02:10,Bx,7514,6284,14097,7269,33035,5108,33880,11496,10656,14851
2021-11-01T02:10,C8,31618,4418,27574,21240,7569,16588,2879,3860,253,22991
2021-11-01T02:10,CL,25319,7763,1462,19442,1670,14279,6209,9136,14627,3868
2021-11-01T02:10,Ct,29823,18986,11184,11531,8126,10558,27383,12010,8887,15280
2021-11-01T02:10,Cx,22427,18739,14736,9744,8354,12095,24098,2134,4313,6938
2021-11-01T02:10,E2,3844,479,18383,21997,17774,21372,17877,14219,3531,8935
2021-11-01T02:10,E5,904,15809,16386,16346,17155,9769,931,4929,12190,14534
2021-11-01T02:10,EF,12514,15079,19621,8422,13174,15486,25317,3477,17674,1043
2021-11-01T02:10,EM,6537,25592,2838,84,23292,13139,7963,8893,3280,23003
2021-11-01T02:10,EY,7755,11414,13315,5153,31084,9908,12957,13450,8199,1069
2021-11-01T02:10,Ea,24037,8941,20798,15649,25346,14384,13710,9356,21404,14485
2021-11-01T02:10,Eb,11349,15015,6906,302,2337,14693,20305,1512,2073,15649
2021-11-01T02:10,Es,18255,12492,15915,11728,18706,8282,3428,11188,18558,3418
2021-11-01T02:10,F1,1152,14159,15051,15428,10104,12151,28604,6691,9926,10196
2021-11-01T02:10,FR,15214,8081,14996,8268,5429,9752,15083,141,17447,6718
2021-11-01T02:10,Gm,16198,5669,17079,16290,3190,6621,14600,7452,12067,12985
2021-11-01T02:10,Hk,2805,581,702,13271,23043,12325,24900,8306,279,10691
2021-11-01T02:10,Hl,9532,2165,14275,17610,7182,15123,19350,1321,8872,17487
2021-11-01T02:10,I1,4155,764,18905,21723,25287,4860,8109,2735,2401,14353
2021-11-01T02:10,JZ,27218,17230,21168,7100,21361,6162,32150,11067,3824,16697
2021-11-01T02:10,Jl,12650,6749,18409,12231,22303,12005,4895,9560,873,13783
2021-11-01T02:10,KO,19753,843,18425,11381,16644,16148,13231,12007,17287,676
2021-11-01T02:10,Kf,19365,4343,14253,9815,896,7828,17105,3215,5297,9970
2021-11-01T02:10,L1,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T02:10,LM,12326,7389,26033,8137,6732,13146,5283,14024,12645,8168
2021-11-01T02:10,Mf,16746,11542,15068,3863,5181,10829,1389,749,16172,9717
2021-11-01T02:10,Ms,11962,2704,2830,25159,7631,3206,513,13701,15375,19916
2021-11-01T02:10,NX,3761,9039,10825,13056,794,1493,12328,6282,1795,11762
2021-11-01T02:10,Na,15281,812,1292,4760,19173,3350,4598,3544,11661,11431
2021-11-01T02:10,Nt,13035,4529,6746,10910,21004,15184,29496,12897,8127,3039
2021-11-01T02:10,O3,8287,17284,18874,482,15319,7759,14445,292,14535,3822
2021-11-01T02:10,O8,18296,4408,10288,20033,2473,1135,33695,12657,16020,7717
2021-11-01T02:10,Oi,21906,19377,7912,3177,15077,6981,10511,6082,1028,19553
2021-11-01T02:10,Or,17902,13304,1734,11329,32646,848,25683,10379,14620,7713
2021-11-01T02:10,Os,10374,6829,3498,7244,6403,5474,4335,3375,1687,14704
2021-11-01T02:10,PV,34669,20157,5669,17556,28480,6843,36784,15588,22713,9172
2021-11-01T02:10,Pc,5635,2489,9866,1342,8123,12648,11424,3021,8545,513
2021-11-01T02:10,Pu,6882,6078,8821,25035,9456,470,2831,1292,15414,1585
2021-11-01T02:10,Q6,4346,12038,18769,15787,4906,8466,11767,4353,17889,244
2021-11-01T02:10,Q7,32124,1120,12400,19532,34328,4715,20913,2837,4066,18313
2021-11-01T02:10,QS,33239,11663,27366,5412,22178,17072,11068,10953,6602,16918
2021-11-01T02:10,Qd,3656,15273,909,11254,28207,14882,15278,3919,768,16075
2021-11-01T02:10,Qs,8880,17888,19670,3283,24565,16311,20392,1719,6288,25655
2021-11-01T02:10,RX,15719,17429,19256,6428,24814,1342,28132,9815,13502,19393
2021-11-01T02:10,Rb,11892,8795,21147,8059,4357,10569,16939,3352,20173,14674
2021-11-01T02:10,Rl,16744,21529,12460,20634,9602,12241,21074,12101,9522,5228
2021-11-01T02:10,Rs,32525,21075,3311,16110,27858,11200,16404,11632,696,5654
2021-11-01T02:10,Rt,8318,14603,14467,6771,9279,4481,6652,7902,11533,5135
2021-11-01T02:10,Ry,1005,17691,3166,24221,24973,6297,22048,6767,22517,9658
2021-11-01T02:10,U9,13805,10627,9107,11330,5547,9046,6095,11921,5727,23449
2021-11-01T02:10,Ur,7908,14446,15483,305,3966,4361,4075,8729,10462,11187
2021-11-01T02:10,Vy,11140,8414,11907,7095,101,1891,26072,777,16456,11250
2021-11-01T02:10,W5,25432,5809,11114,13482,7134,3174,11024,5796,21561,9241
2021-11-01T02:10,Wd,26329,2737,1391,29483,26251,18801,21043,7282,11578,21336
2021-11-01T02:10,Wi,15688,12844,12751,2563,20806,845,21963,6267,21094,3084
2021-11-01T02:10,Ze,8625,7910,19311,1522,3741,2911,13955,2774,3867,4330
2021-11-01T02:10,Zw,9760,6482,14199,11862,9537,15338,7006,3170,818,18269
2021-11-01T02:10,af,12839,4675,8149,30417,22926,23556,6894,8573,7046,25450
2021-11-01T02:10,at,7570,20839,13256,14586,8879,1269,2676,10852,17768,5946
2021-11-01T02:10,bc,20481,5679,19817,19172,21369,7997,28532,4292,19516,16184
2021-11-01T02:10,bo,9448,1976,17107,7530,27148,4249,15747,12557,15608,20129
2021-11-01T02:10,c4,22536,15130,11046,9059,9198,4441,17617,3787,2818,10123
2021-11-01T02:10,ds,7700,13234,10670,10006,8307,10234,24375,10079,11246,14901
2021-11-01T02:10,e1,18417,847,5778,15686,19092,6026,25844,6514,9558,15320
2021-11-01T02:10,en,26066,8395,19469,5419,31389,7880,34594,5153,11329,2406
2021-11-01T02:10,ep,14755,3589,2701,2605,28335,13562,30428,14691,18253,24910
2021-11-01T02:10,fg,3717,13906,20715,25117,19019,5219,1989,12558,8204,22722
2021-11-01T02:10,fv,1267,19244,21465,1770,12977,16233,4303,3079,7406,20248
2021-11-01T02:10,fz,3805,857,19228,2186,15694,10660,8242,1367,3972,3462
2021-11-01T02:10,g3,9253,13504,2777,12259,10496,8967,25208,7600,17038,19811
2021-11-01T02:10,go,16741,21302,3359,15574,15444,23743,28031,2346,342,7038
2021-11-01T02:10,gt,590,9636,17987,20511,20345,10573,25797,1740,16619,19380
2021-11-01T02:10,gw,24310,9402,11874,19827,5607,15974,14061,10050,390,756
2021-11-01T02:10,ho,27894,11049,9470,25191,28365,18327,22665,6217,19219,4430
2021-11-01T02:10,hv,20581,933,11175,3036,11930,15311,21435,4074,9143,13135
2021-11-01T02:10,ju,7001,3381,14874,12098,12911,6910,25136,4927,973,14799
2021-11-01T02:10,jv,33691,18779,27340,10166,2510,5822,34936,1439,15160,24286
2021-11-01T02:10,ko,4541,2422,18377,9283,23337,9093,19531,3738,14445,6786
2021-11-01T02:10,ky,8044,3565,24281,19772,741,19569,34085,4589,713,7235
2021-11-01T02:10,l3,3968,3407,20380,22185,14227,14211,3502,11035,13778,11473
2021-11-01T02:10,l5,17856,6070,4057,12824,11487,3167,35909,2744,15071,24147
2021-11-01T02:10,m8,10796,3831,1313,17599,3426,14844,26364,3543,2315,13842
2021-11-01T02:10,n6,2191,12631,14022,18525,23481,1555,29269,6720,7455,15465
2021-11-01T02:10,np,23538,19915,13831,22616,26311,16309,27362,6185,11696,23043
2021-11-01T02:10,o2,24251,15201,855,3114,18876,2070,14757,2766,13914,3877
2021-11-01T02:10,o6,6345,8958,9898,7252,3874,6512,10190,2678,14401,15734
2021-11-01T02:10,p8,17786,311,12020,3701,26867,19055,21827,12481,3088,7742
2021-11-01T02:10,ps,5348,8368,7557,5927,24764,6068,20259,2528,5199,14598
2021-11-01T02:10,pu,9267,25347,18620,9232,9684,6760,21444,14900,17635,15345
2021-11-01T02:10,px,14476,1853,9344,24216,25982,5796,24075,3333,3887,21557
2021-11-01T02:10,pz,11709,11040,1782,17950,24202,3758,9771,2306,18266,20997
2021-11-01T02:10,q5,4126,15012,11057,15634,12333,5007,21295,3886,2643,16619
2021-11-01T02:10,qz,4042,13175,19751,22841,5775,4325,19513,9045,12036,2858
2021-11-01T02:10,t2,12720,9540,6749,15941,2228,14858,9489,4095,16285,20859
2021-11-01T02:10,tz,8055,15740,9962,16315,5754,11758,13805,249,16678,2378
2021-11-01T02:10,v3,25413,4965,19083,20886,3817,22911,26154,169,25534,20058
2021-11-01T02:10,z2,1959,7630,7997,6431,19241,6108,30736,579,10512,16225
2021-11-01T02:15,AB,5783,7855,14383,243,5767,4277,1440,6915,14667,20627
2021-11-01T02:15,Ax,19311,7920,431,6570,9499,6539,2285,23056,15149,1761
2021-11-01T02:15,BF,2797,10007,11107,2052,15098,12215,346,192,14303,21138
2021-11-01T02:15,Bx,16573,14161,5722,8505,963,919,15953,17022,11071,16272
2021-11-01T02:15,C8,7901,2584,13231,3779,1829,3003,452,4709,10369,14626
2021-11-01T02:15,CL,16616,23883,5000,33922,5236,17651,23022,11819,3450,19366
2021-11-01T02:15,Ct,12767,10331,7534,16500,7927,15425,1867,2260,19151,11711
2021-11-01T02:15,Cx,8737,4183,7250,9005,4473,10189,5082,10781,7049,195
2021-11-01T02:15,E2,4669,6815,15036,18991,8577,5360,7251,13267,8709,17131
2021-11-01T02:15,E5,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T02:15,EF,16266,8910,15985,1139,1520,5350,3501,2328,15884,13372
2021-11-01T02:15,EM,17862,12198,10629,22804,12001,939,10330,12371,16421,94
2021-11-01T02:15,EY,12045,6040,1655,4036,11385,9314,10658,16585,12421,16227
2021-11-01T02:15,Ea,3015,8010,20221,24436,1734,11914,8053,19481,17707,16590
2021-11-01T02:15,Eb,10520,17620,17084,25206,15959,14287,18919,15198,13032,7544
2021-11-01T02:15,Es,14733,13161,16519,19408,13857,2680,13840,12032,9727,12843
2021-11-01T02:15,F1,3118,19328,18296,11549,6549,13545,9080,3200,16275,19396
2021-11-01T02:15,FR,9542,5601,10428,26257,13932,11129,17204,15869,7704,18383
2021-11-01T02:15,Gm,2588,19769,21225,28921,9187,6569,7444,5917,17000,22047
2021-11-01T02:15,Hk,765,18605,17378,7293,13827,14376,11378,7170,5928,22342
2021-11-01T02:15,Hl,2097,15936,19699,12991,17704,9244,3235,18564,12672,20970
2021-11-01T02:15,I1,315,2949,5465,9109,5496,1986,15192,14684,994,13327
2021-11-01T02:15,JZ,5766,19788,23464,24047,3968,9708,5842,10920,8264,34560
2021-11-01T02:15,Jl,8901,6582,11705,4576,11056,8385,5635,21015,8303,20618
2021-11-01T02:15,KO,17456,24194,26304,32603,11650,13575,9827,10193,8798,444
2021-11-01T02:15,Kf,8800,5537,10581,11491,1595,8475,10074,12173,16721,17226
2021-11-01T02:15,L1,2492,11729,1683,16835,9346,12841,1826,2303,12081,17208
2021-11-01T02:15,LM,19991,22006,1931,5537,8956,16172,7141,5423,16801,12696
2021-11-01T02:15,Mf,17143,10522,6662,3140,13516,14207,2183,20361,14898,5577
2021-11-01T02:15,Ms,4591,16564,12608,13941,18686,19987,1626,5427,6620,24032
2021-11-01T02:15,NX,580,22674,3498,11190,2261,10134,12243,12836,9228,32
2021-11-01T02:15,Na,8072,17207,3820,6548,6394,1337,748,2317,3555,12216
2021-11-01T02:15,Nt,5675,10781,402,10454,12230,12400,7967,12192,8385,21749
2021-11-01T02:15,O3,16137,8508,13571,11735,9986,10489,11373,11819,15529,4478
2021-11-01T02:15,O8,16538,9344,10533,5799,13389,5192,8837,13434,7601,12820
2021-11-01T02:15,Oi,7294,18637,9522,16943,4230,9051,11029,13217,10578,111
2021-11-01T02:15,Or,7979,617,20939,6024,7903,15132,774,12614,16532,26903
2021-11-01T02:15,Os,17386,9952,7146,19194,17258,9978,1356,7197,12346,11938
2021-11-01T02:15,PV,9947,17563,1389,13054,17296,9295,5172,13106,9758,2548
2021-11-01T02:15,Pc,15702,3350,15410,21644,7560,5490,6044,8420,11242,19798
2021-11-01T02:15,Pu,8717,15112,8025,25077,4976,5566,11090,9562,6062,16824
2021-11-01T02:15,Q6,1282,23317,15006,17712,14583,1488,17309,3567,16976,24830
2021-11-01T02:15,Q7,2587,14334,7905,21260,18762,602,15441,18122,3374,31233
2021-11-01T02:15,QS,6519,21455,4930,12823,8617,2754,15227,4031,408,23576
